event_date,event_timestamp,event_name,event_value_in_usd,user_id,user_pseudo_id,user_first_touch_timestamp,category,mobile_model_name,mobile_brand_name,operating_system,language,is_limited_ad_tracking,browser,browser_version,country,medium,name,traffic_source,platform,total_item_quantity,purchase_revenue_in_usd,refund_value_in_usd,shipping_value_in_usd,tax_value_in_usd,transaction_id,page_title,page_location,source,page_referrer,campaign
20210124,1611531410808804,view_promotion,,,1359073.4989017126,1611531405876474,mobile,Pixel 3,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,(not set),Home,https://shop.googlemerchandisestore.com/,,,
20201205,1607183025375355,page_view,,,78936320.6020011086,1607182976384290,mobile,Pixel 4 XL,Google,Android,,No,Chrome,87.0,United Kingdom,cpc,<Other>,google,WEB,,,,,,,Google Online Store,https://googlemerchandisestore.com/,,,
20201113,1605251181447558,page_view,,,59286732.6720511910,1602457227697583,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Super G Unisex Joggers,https://shop.googlemerchandisestore.com/Google+Redesign/Super+G+Unisex+Joggers,shop.googlemerchandisestore.com,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Mens?,(referral)
20201217,1608231249777337,scroll,,,51098232.6564950910,1608230848665274,mobile,Pixel 3,Google,Android,,No,Chrome,87.0,United Kingdom,cpc,<Other>,google,WEB,,,,,,,Campus Collection | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Campus+Collection,shop.googlemerchandisestore.com,,(referral)
20201212,1607739134994947,session_start,,,6831694.2980117823,1607739134994947,mobile,Pixel 3,Google,Android,,No,Chrome,87.0,India,cpc,<Other>,google,WEB,,,,,,,Google Online Store,https://googlemerchandisestore.com/,,,
20201210,1607560138263558,view_promotion,,,3642696.8102832709,1607560132717419,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,87.0,India,cpc,<Other>,google,WEB,,,,,,(not set),Home,https://shop.googlemerchandisestore.com/,google,,(organic)
20210124,1611531728229669,view_item,,,1359073.4989017126,1611531405876474,mobile,Pixel 3,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,(not set),Sale | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Clearance,shop.googlemerchandisestore.com,,(referral)
20201220,1608479848442034,user_engagement,,,5650661.6702832047,1608479847152725,mobile,Pixel 4 XL,Google,Web,en,No,Chrome,87.0,India,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,,,
20210124,1611531790522298,user_engagement,,,1359073.4989017126,1611531405876474,mobile,Pixel 3,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,,Shopping Cart,https://shop.googlemerchandisestore.com/basket.html,,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel?,
20201208,1607390184736402,user_engagement,,,79004783.0153142183,1607390176473571,mobile,Pixel 4 XL,Google,Android,en-us,No,Chrome,87.0,United Kingdom,cpc,<Other>,google,WEB,,,,,,,Google Online Store,https://googlemerchandisestore.com/,google,,<Other>
20201103,1604376360790556,session_start,,,9077396.4672769991,1604376360790556,mobile,Pixel 3,Google,Web,en-us,No,Chrome,86.0,Morocco,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,,,
20201118,1605710882595649,user_engagement,,,49915374.2750890548,1605710870017139,mobile,Pixel 3,Google,Android,,No,Chrome,<Other>,United States,cpc,<Other>,google,WEB,,,,,,,Google Online Store,https://googlemerchandisestore.com/,,,
20210125,1611533429058075,user_engagement,,,1359073.4989017126,1611531405876474,mobile,Pixel 3,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,,Checkout Your Information,https://shop.googlemerchandisestore.com/yourinfo.html,shop.googlemerchandisestore.com,https://shop.googlemerchandisestore.com/basket.html?,(referral)
20210108,1610103351797905,scroll,,,3577555.9782934100,1610103318642746,mobile,Pixel 4 XL,Google,Web,en-us,No,Android Webview,<Other>,India,cpc,<Other>,google,WEB,,,,,,,Men's / Unisex | Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Mens,shop.googlemerchandisestore.com,,(referral)
20201210,1607621666018444,page_view,,,59767144.6540641678,1607621666018444,mobile,Pixel 3,Google,Web,,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,,Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel,,,
20201104,1604490929641647,page_view,,,3813523.4412473579,1604490929641647,mobile,Pixel 4 XL,Google,Web,zh,No,Chrome,<Other>,United States,cpc,<Other>,google,WEB,,,,,,,Frequently Asked Questions,https://shop.googlemerchandisestore.com/store-policies/frequently-asked-questions/,,,
20201202,1606941419613346,user_engagement,,,4386491173.3698720424,1606941106052283,mobile,Pixel 4 XL,Google,Web,,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Google See-No Hear-No Set,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+See+no+hear+no+set,shop.googlemerchandisestore.com,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle?,(referral)
20201210,1607560132717419,page_view,,,3642696.8102832709,1607560132717419,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,87.0,India,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,google,,(organic)
20201116,1605495197947390,page_view,,,11414768.9044705149,1605495156378014,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,86.0,Serbia,cpc,<Other>,google,WEB,,,,,,,Writing | Stationery | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Stationery/Writing,google,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Mens?,<Other>
20201216,1608158339090836,session_start,,,3183847.4263421935,1607921885815620,mobile,Pixel 3,Google,Android,,No,Chrome,87.0,Australia,cpc,<Other>,google,WEB,,,,,,,Bags | Lifestyle | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Bags,,https://shop.googlemerchandisestore.com/Google+Redesign/New?,
20201118,1605734972496557,user_engagement,,,6981202.3664185801,1605734962481324,mobile,Pixel 4 XL,Google,Android,en-us,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,google,,<Other>
20201118,1605711140328169,user_engagement,,,49915374.2750890548,1605710870017139,mobile,Pixel 3,Google,Android,,No,Chrome,<Other>,United States,cpc,<Other>,google,WEB,,,,,,,Campus Collection | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Campus+Collection,shop.googlemerchandisestore.com,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Mens?,(referral)
20201118,1605738369814807,scroll,,,34049601.2808133469,1605738363783918,mobile,Pixel 4 XL,Google,Web,ko,No,Chrome,<Other>,Italy,cpc,<Other>,google,WEB,,,,,,,Google Online Store,https://googlemerchandisestore.com/,,,
20201105,1604542794145249,page_view,,,28922323.3516501120,1604542729521571,mobile,Pixel 4 XL,Google,Web,zh,No,Chrome,<Other>,Pakistan,cpc,<Other>,google,WEB,,,,,,,Campus Collection | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Campus+Collection,shop.googlemerchandisestore.com,,(referral)
20210104,1609804006901601,page_view,,,54564348.5788755261,1609804006901601,mobile,Pixel 4 XL,Google,Android,,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,,,
20201104,1604456643547966,page_view,,,9121847.4582832760,1604456632993750,mobile,Pixel 3,Google,Android,en-us,No,Chrome,<Other>,Denmark,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,,,
20201209,1607492488965141,user_engagement,,,61008231.1453456647,1607491787111495,mobile,Pixel 3,Google,Web,zh,No,Chrome,87.0,Singapore,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/store.html,,,
20201211,1607656877148979,page_view,,,29263455.9104577635,1607656387918361,mobile,Pixel 4 XL,Google,Web,,No,Chrome,86.0,Japan,cpc,<Other>,google,WEB,,,,,,,Google See-No Hear-No Set,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+See+no+hear+no+set,,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle?,
20201202,1606941641838073,add_to_cart,,,4386491173.3698720424,1606941106052283,mobile,Pixel 4 XL,Google,Web,,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,1,,,,,(not set),Lifestyle,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle,,,
20201201,1606794723126092,page_view,,,86762928.3657155608,1602304215226771,mobile,Pixel 4 XL,Google,Web,,No,Chrome,86.0,(not set),cpc,<Other>,google,WEB,,,,,,,The Google Merchandise Store - Log In,https://shop.googlemerchandisestore.com/signin.html,,,
20201209,1607491805447641,page_view,,,61008231.1453456647,1607491787111495,mobile,Pixel 3,Google,Web,zh,No,Chrome,87.0,Singapore,cpc,<Other>,google,WEB,,,,,,,The Google Merchandise Store - Log In,https://shop.googlemerchandisestore.com/registersuccess.html,,,
20201116,1605529336215170,page_view,,,49760157.7026735167,1605528847570934,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,,Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel,,,
20201124,1606207088171329,page_view,,,36457005.1609183459,1606207088171329,mobile,Pixel 4 XL,Google,Android,en-us,No,Chrome,87.0,Netherlands,cpc,<Other>,google,WEB,,,,,,,Google Men's Tech Fleece Vest Charcoal,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Mens+Tech+Fleece+Vest+Charcoal,google,,<Other>
20201112,1605152353018762,first_visit,,,4216372.8010467205,1605152353018762,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,87.0,South Korea,cpc,<Other>,google,WEB,,,,,,,Google Online Store,https://googlemerchandisestore.com/,,,
20201115,1605430699590658,session_start,,,13445036.7517695097,1605430699590658,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,,Google Online Store,https://googlemerchandisestore.com/,,,
20210125,1611533284441445,page_view,,,1359073.4989017126,1611531405876474,mobile,Pixel 3,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,,Payment Method,https://shop.googlemerchandisestore.com/payment.html,,https://shop.googlemerchandisestore.com/yourinfo.html?,
20201211,1607656387918361,first_visit,,,29263455.9104577635,1607656387918361,mobile,Pixel 4 XL,Google,Web,,No,Chrome,86.0,Japan,cpc,<Other>,google,WEB,,,,,,,Hats | Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Hats,,,
20201211,1607657036554639,view_item,,,29263455.9104577635,1607656387918361,mobile,Pixel 4 XL,Google,Web,,No,Chrome,86.0,Japan,cpc,<Other>,google,WEB,,,,,,(not set),Google Camp Mug Gray,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Google+Camp+Mug+Gray,,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle?,
20201214,1607929095686573,first_visit,,,50849288.3541933620,1607929095686573,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,87.0,Brazil,cpc,<Other>,google,WEB,,,,,,,Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel,,,
20201118,1605710888329819,view_promotion,,,49915374.2750890548,1605710870017139,mobile,Pixel 3,Google,Android,,No,Chrome,<Other>,United States,cpc,<Other>,google,WEB,,,,,,(not set),Home,https://shop.googlemerchandisestore.com/,,,
20201103,1604382510680192,scroll,,,6016153.5120427538,1600131664218605,mobile,Pixel 3,Google,Android,en-us,No,Chrome,<Other>,Denmark,cpc,<Other>,google,WEB,,,,,,,The Google Merchandise Store - Log In,https://shop.googlemerchandisestore.com/signin.html,,,
20201206,1607234011987356,session_start,,,62148450.0452832122,1607234011987356,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,,Google Dino Game Tee,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Dino+Game+Tee,,,
20201118,1605734962481324,first_visit,,,6981202.3664185801,1605734962481324,mobile,Pixel 4 XL,Google,Android,en-us,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,,,
20201201,1606795202911495,user_engagement,,,86762928.3657155608,1602304215226771,mobile,Pixel 4 XL,Google,Web,,No,Chrome,86.0,(not set),cpc,<Other>,google,WEB,,,,,,,The Google Merchandise Store - My Account,https://shop.googlemerchandisestore.com/myaccount.html,shop.googlemerchandisestore.com,https://shop.googlemerchandisestore.com/myaccount.html?,(referral)
20210105,1609837055416232,user_engagement,,,5003282.7032824952,1609836724859008,mobile,Pixel 3,Google,Android,en-us,No,Chrome,<Other>,United States,cpc,<Other>,google,WEB,,,,,,,Shopping Cart,https://shop.googlemerchandisestore.com/basket.html,shop.googlemerchandisestore.com,https://shop.googlemerchandisestore.com/basket.html?,(referral)
20201211,1607657255481775,scroll,,,29263455.9104577635,1607656387918361,mobile,Pixel 4 XL,Google,Web,,No,Chrome,86.0,Japan,cpc,<Other>,google,WEB,,,,,,,The Google Merchandise Store/Maze Pen,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Writing/Maze+Pen.axd,shop.googlemerchandisestore.com,,(referral)
20201211,1607656628359456,select_item,,,29263455.9104577635,1607656387918361,mobile,Pixel 4 XL,Google,Web,,No,Chrome,86.0,Japan,cpc,<Other>,google,WEB,1,,,,,(not set),Hats | Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Hats,google,,<Other>
20210125,1611533263650492,begin_checkout,,,1359073.4989017126,1611531405876474,mobile,Pixel 3,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,1,,,,,(not set),Checkout Your Information,https://shop.googlemerchandisestore.com/yourinfo.html,shop.googlemerchandisestore.com,https://shop.googlemerchandisestore.com/signin.html?,(referral)
20201118,1605734653367379,session_start,,,57204154.1288356151,1605734653367379,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Page Unavailable,https://shop.googlemerchandisestore.com/shop.axd/Cart,,,
20201222,1608663237016887,click,,,78222512.5114977021,1608662850418789,mobile,Pixel 4 XL,Google,Web,,No,Chrome,87.0,Canada,cpc,<Other>,google,WEB,,,,,,,The Google Merchandise Store - My Account,https://shop.googlemerchandisestore.com/myaccount.html,,https://shop.googlemerchandisestore.com/myaccount.html?,
20201112,1605145397139475,session_start,,,1073675.4185248044,1605145397139475,mobile,Pixel 4 XL,Google,Android,zh,No,Chrome,87.0,India,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,,,
20210125,1611533263600551,add_shipping_info,,,1359073.4989017126,1611531405876474,mobile,Pixel 3,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,(not set),Checkout Your Information,https://shop.googlemerchandisestore.com/yourinfo.html,,https://shop.googlemerchandisestore.com/signin.html?,
20210104,1609804006901601,session_start,,,54564348.5788755261,1609804006901601,mobile,Pixel 4 XL,Google,Android,,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,,,
20201116,1605529412729247,user_engagement,,,49760157.7026735167,1605528847570934,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,,Google Womens Microfleece Jacket Black,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Womens+Microfleece+Jacket+Black,shop.googlemerchandisestore.com,https://shop.googlemerchandisestore.com/store.html?,(referral)
20201116,1605529278610309,page_view,,,49760157.7026735167,1605528847570934,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,,Google Women's Puff Jacket Black,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Womens+Puff+Jacket+Black,shop.googlemerchandisestore.com,https://shop.googlemerchandisestore.com/asearch.html?,(referral)
20201118,1605711041424795,user_engagement,,,49915374.2750890548,1605710870017139,mobile,Pixel 3,Google,Android,,No,Chrome,<Other>,United States,cpc,<Other>,google,WEB,,,,,,,Hats | Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Hats,shop.googlemerchandisestore.com,,(referral)
20201201,1606794723126092,scroll,,,86762928.3657155608,1602304215226771,mobile,Pixel 4 XL,Google,Web,,No,Chrome,86.0,(not set),cpc,<Other>,google,WEB,,,,,,,The Google Merchandise Store - Log In,https://shop.googlemerchandisestore.com/signin.html,,,
20201202,1606941425598819,page_view,,,4386491173.3698720424,1606941106052283,mobile,Pixel 4 XL,Google,Web,,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Lifestyle,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle,,,
20201116,1605528919391422,scroll,,,49760157.7026735167,1605528847570934,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,,Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel,shop.googlemerchandisestore.com,https://shop.googlemerchandisestore.com/store.html?,(referral)
20210124,1611531787109288,user_engagement,,,1359073.4989017126,1611531405876474,mobile,Pixel 3,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,,Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel,,,
20201202,1606925331781692,page_view,,,57318675.2675376481,1606925080212968,mobile,Pixel 4 XL,Google,Web,,No,Chrome,87.0,Lebanon,cpc,<Other>,google,WEB,,,,,,,Store search results,https://shop.googlemerchandisestore.com/asearch.html,,https://shop.googlemerchandisestore.com/?,
20201116,1605541305294613,first_visit,,,5790788.6442331569,1605541305294613,mobile,Pixel 4 XL,Google,Android,en,No,Chrome,<Other>,Russia,cpc,<Other>,google,WEB,,,,,,,Google Online Store,https://googlemerchandisestore.com/,,,
20201118,1605711168743120,page_view,,,49915374.2750890548,1605710870017139,mobile,Pixel 3,Google,Android,,No,Chrome,<Other>,United States,cpc,<Other>,google,WEB,,,,,,,Small Goods | Lifestyle | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Small+Goods,shop.googlemerchandisestore.com,https://shop.googlemerchandisestore.com/Google+Redesign/Stationery/Notebooks?,(referral)
20201118,1605710882595649,scroll,,,49915374.2750890548,1605710870017139,mobile,Pixel 3,Google,Android,,No,Chrome,<Other>,United States,cpc,<Other>,google,WEB,,,,,,,Google Online Store,https://googlemerchandisestore.com/,,,
20201222,1608662932778978,user_engagement,,,78222512.5114977021,1608662850418789,mobile,Pixel 4 XL,Google,Web,,No,Chrome,87.0,Canada,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/store.html,,,
20201202,1606925108904709,page_view,,,57318675.2675376481,1606925080212968,mobile,Pixel 4 XL,Google,Web,,No,Chrome,87.0,Lebanon,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,,,
20201222,1608662941074526,page_view,,,78222512.5114977021,1608662850418789,mobile,Pixel 4 XL,Google,Web,,No,Chrome,87.0,Canada,cpc,<Other>,google,WEB,,,,,,,Your Wishlist,https://shop.googlemerchandisestore.com/wishlist.html,,https://shop.googlemerchandisestore.com/myaccount.html?,
20201212,1607797060872303,page_view,,,46573436.5522419113,1607796328449078,mobile,Pixel 3,Google,Android,en-us,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Hats | Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Hats,shop.googlemerchandisestore.com,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Mens?,(referral)
20201103,1604376360790556,first_visit,,,9077396.4672769991,1604376360790556,mobile,Pixel 3,Google,Web,en-us,No,Chrome,86.0,Morocco,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,,,
20210125,1611533279220915,user_engagement,,,1359073.4989017126,1611531405876474,mobile,Pixel 3,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,,Checkout Your Information,https://shop.googlemerchandisestore.com/yourinfo.html,shop.googlemerchandisestore.com,https://shop.googlemerchandisestore.com/signin.html?,(referral)
20201210,1607608694713236,user_engagement,,,40487922.8463531992,1607608679986851,mobile,Pixel 4 XL,Google,Web,,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,,YouTube | Shop by Brand | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Shop+by+Brand/YouTube,,,
20201118,1605710882595649,page_view,,,49915374.2750890548,1605710870017139,mobile,Pixel 3,Google,Android,,No,Chrome,<Other>,United States,cpc,<Other>,google,WEB,,,,,,,Google Online Store,https://googlemerchandisestore.com/,,,
20201106,1604635659017447,page_view,,,57883074.8513476773,1604635434747443,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,87.0,Russia,cpc,<Other>,google,WEB,,,,,,,Eco-Friendly | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/eco+friendly,,,
20201218,1608285073369756,page_view,,,139505255.2386210507,1608284993400730,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,YouTube Iconic Play Pin,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/YouTube+Iconic+Play+Pin,,,
20201212,1607739134994947,page_view,,,6831694.2980117823,1607739134994947,mobile,Pixel 3,Google,Android,,No,Chrome,87.0,India,cpc,<Other>,google,WEB,,,,,,,Google Online Store,https://googlemerchandisestore.com/,google,,<Other>
20201211,1607656971061860,view_item,,,29263455.9104577635,1607656387918361,mobile,Pixel 4 XL,Google,Web,,No,Chrome,86.0,Japan,cpc,<Other>,google,WEB,,,,,,(not set),Lifestyle,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle,,,
20201130,1606714975631524,page_view,,,18251922.9902100225,1606714975631524,mobile,Pixel 4 XL,Google,Android,en-us,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Google Online Store,https://googlemerchandisestore.com/,google,,<Other>
20210125,1611533239201333,user_engagement,,,1359073.4989017126,1611531405876474,mobile,Pixel 3,Google,Web,en-us,No,Chrome,86.0,United States,cpc,<Other>,google,WEB,,,,,,,Shopping Cart,https://shop.googlemerchandisestore.com/basket.html,shop.googlemerchandisestore.com,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel?,(referral)
20201211,1607657120492065,view_item,,,29263455.9104577635,1607656387918361,mobile,Pixel 4 XL,Google,Web,,No,Chrome,86.0,Japan,cpc,<Other>,google,WEB,,,,,,(not set),The Google Merchandise Store/Maze Pen,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Writing/Maze+Pen.axd,,,
20210114,1610640870717910,page_view,,,22053096.7221737805,1610640870717910,mobile,Pixel 3,Google,Android,zh,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,google,,<Other>
20201225,1608875058739891,session_start,,,56610195.1285997235,1608875058739891,mobile,Pixel 3,Google,Web,en-us,No,Chrome,86.0,Canada,cpc,<Other>,google,WEB,,,,,,,Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel,,,
20201217,1608231378307407,page_view,,,51098232.6564950910,1608230848665274,mobile,Pixel 3,Google,Android,,No,Chrome,87.0,United Kingdom,cpc,<Other>,google,WEB,,,,,,,New | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/New,shop.googlemerchandisestore.com,,(referral)
20201128,1606550211605999,page_view,,,73526001.5707365753,1606550211605999,mobile,Pixel 4 XL,Google,Web,,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,YouTube | Shop by Brand | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Shop+by+Brand/YouTube,google,,(organic)
20201217,1608231209295979,user_engagement,,,51098232.6564950910,1608230848665274,mobile,Pixel 3,Google,Android,,No,Chrome,87.0,United Kingdom,cpc,<Other>,google,WEB,,,,,,,Womens | Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Womens,shop.googlemerchandisestore.com,,(referral)
20201214,1607912180933587,session_start,,,71934961.8102506801,1607912180933587,mobile,Pixel 4 XL,Google,Web,en-us,No,Chrome,87.0,Belgium,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,,,
20210107,1610020784873818,page_view,,,5877057.5800583762,1610020778756975,mobile,Pixel 3,Google,Android,en-us,No,Chrome,<Other>,United States,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,,,
20201220,1608479847152725,page_view,,,5650661.6702832047,1608479847152725,mobile,Pixel 4 XL,Google,Web,en,No,Chrome,87.0,India,cpc,<Other>,google,WEB,,,,,,,Home,https://shop.googlemerchandisestore.com/,,,
20201208,1607390176473571,first_visit,,,79004783.0153142183,1607390176473571,mobile,Pixel 4 XL,Google,Android,en-us,No,Chrome,87.0,United Kingdom,cpc,<Other>,google,WEB,,,,,,,Google Online Store,https://googlemerchandisestore.com/,,,
20201118,1605711047172563,page_view,,,49915374.2750890548,1605710870017139,mobile,Pixel 3,Google,Android,,No,Chrome,<Other>,United States,cpc,<Other>,google,WEB,,,,,,,Men's / Unisex | Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Mens,shop.googlemerchandisestore.com,,(referral)
20201201,1606794729142865,view_promotion,,,86762928.3657155608,1602304215226771,mobile,Pixel 4 XL,Google,Web,,No,Chrome,86.0,(not set),cpc,<Other>,google,WEB,,,,,,(not set),Home,https://shop.googlemerchandisestore.com/store.html,,,
20201211,1607671910243725,user_engagement,,,7529108.3603947452,1605755219477551,mobile,Pixel 3,Google,Android,en-us,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,,Womens | Apparel | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Womens,shop.googlemerchandisestore.com,https://shop.googlemerchandisestore.com/?,(referral)
20201119,1605762586453107,first_visit,,,24295137.2967750197,1605762586453107,mobile,Pixel 3,Google,Web,en-us,No,Chrome,87.0,Ireland,cpc,<Other>,google,WEB,,,,,,,Drinkware | Lifestyle | Google Merchandise Store,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Drinkware,,,
20201222,1608662938343318,page_view,,,78222512.5114977021,1608662850418789,mobile,Pixel 4 XL,Google,Web,,No,Chrome,87.0,Canada,cpc,<Other>,google,WEB,,,,,,,The Google Merchandise Store - My Account,https://shop.googlemerchandisestore.com/myaccount.html,,https://shop.googlemerchandisestore.com/store.html?,
20201212,1607796404858028,view_item,,,46573436.5522419113,1607796328449078,mobile,Pixel 3,Google,Android,en-us,No,Chrome,87.0,United States,cpc,<Other>,google,WEB,,,,,,(not set),Google Chrome Dinosaur Collectible,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Chrome+Dinosaur+Collectible,,,
